2026-09-08 09:42:46,261 | INFO | src.trainer.history | File logging initialized: /app/logs/exp_new_aug_20260909/experiment.log
2026-09-08 09:58:35,540 | INFO | src.trainer.history | Round 3 fit metrics saved at 2026-09-08 09:58:35: {'train_image_recall': 0.5748414163900486, 'val_f1': 0.3770178535045802, 'train_image_precision': 0.5966194686424242, 'val_loss': 1.334526728255195, 'val_accuracy': 0.4089583333333333, 'val_image_f1': 0.3742110929215105, 'val_image_accuracy': 0.40625, 'train_accuracy': 0.5728424908424908, 'train_recall': 0.5605116866057608, 'train_loss': 1.3214426407447228, 'val_recall': 0.3819278119541278, 'train_f1': 0.5625678317983484, 'train_image_f1': 0.5776701272665917, 'lr': 9.990940044123479e-05, 'train_precision': 0.5748429811403585, 'val_image_precision': 0.375441128072707, 'train_image_accuracy': 0.5846153846153846, 'val_image_recall': 0.37936887673729774, 'val_precision': 0.3788245364786998}
simulation-0 | INFO flwr 2026-09-08 09:58:35,541 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 09:58:35,541 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 09:59:03,497 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 09:59:03,497 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 09:59:03,499 | INFO | src.trainer.history | Round 3 evaluation metrics saved at 2026-09-08 09:59:03: loss=1.1608830932120289 metrics={'test_image_precision': 0.5100313059033988, 'test_image_f1': 0.4324588744588745, 'test_recall': 0.42945776083819565, 'test_accuracy': 0.45679611650485435, 'test_f1': 0.4188266317748031, 'test_precision': 0.4552364047675229, 'test_image_recall': 0.4525014116318464, 'test_image_accuracy': 0.4854368932038835}
simulation-0 | INFO flwr 2026-09-08 09:59:03,499 | server.py:111 | 
2026-09-08 09:59:03,499 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 09:59:03,499 | server.py:112 | [ROUND 4]
2026-09-08 09:59:03,499 | INFO | flwr | [ROUND 4]
simulation-0 | INFO flwr 2026-09-08 09:59:03,499 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 09:59:03,499 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:03:58,100 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:03:58,100 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:03:58,546 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 10:03:58,742 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 10:03:58,744 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 10:03:58,768 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:03:58,769 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:03:58,782 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 10:03:58,900 | INFO | src.trainer.strategy | Round 4: new best val score 0.4206, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 10:03:58,902 | INFO | src.trainer.history | Round 4 fit metrics saved at 2026-09-08 10:03:58: {'train_image_recall': 0.7172507674915455, 'val_f1': 0.4206058351048142, 'train_image_precision': 0.7244471366710457, 'val_loss': 1.2324361542754507, 'val_accuracy': 0.4655902777777778, 'val_image_f1': 0.43897243107769424, 'val_image_accuracy': 0.4895833333333333, 'train_accuracy': 0.6803809523809524, 'train_recall': 0.6684081544040771, 'train_loss': 1.2463095565243956, 'val_recall': 0.4302499810131389, 'train_f1': 0.6690325474056324, 'train_image_f1': 0.7195876355068226, 'lr': 9.979623651578882e-05, 'train_precision': 0.6714018142622219, 'val_image_precision': 0.4466647387700019, 'train_image_accuracy': 0.7296703296703296, 'val_image_recall': 0.45109364319890644, 'val_precision': 0.4204291388864784}
simulation-0 | INFO flwr 2026-09-08 10:03:58,902 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 10:03:58,902 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:04:27,813 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:04:27,813 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:04:27,820 | INFO | src.trainer.history | Round 4 evaluation metrics saved at 2026-09-08 10:04:27: loss=1.0613817556776275 metrics={'test_image_precision': 0.5558961038961038, 'test_image_f1': 0.5389365351629503, 'test_recall': 0.5043938954765042, 'test_accuracy': 0.5235275080906149, 'test_f1': 0.5036905694009566, 'test_precision': 0.5103887333000896, 'test_image_recall': 0.5396932053453792, 'test_image_accuracy': 0.5533980582524272}
simulation-0 | INFO flwr 2026-09-08 10:04:27,820 | server.py:111 | 
2026-09-08 10:04:27,820 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 10:04:27,820 | server.py:112 | [ROUND 5]
2026-09-08 10:04:27,820 | INFO | flwr | [ROUND 5]
simulation-0 | INFO flwr 2026-09-08 10:04:27,820 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 10:04:27,820 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:09:25,342 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:09:25,342 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:09:25,805 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 10:09:26,055 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 10:09:26,057 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 10:09:26,079 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:09:26,079 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:09:26,095 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 10:09:26,206 | INFO | src.trainer.strategy | Round 5: new best val score 0.4285, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 10:09:26,209 | INFO | src.trainer.history | Round 5 fit metrics saved at 2026-09-08 10:09:26: {'train_image_recall': 0.7024878489848482, 'val_f1': 0.42847446239493586, 'train_image_precision': 0.7014316692298006, 'val_loss': 1.2284246014164963, 'val_accuracy': 0.47197916666666667, 'val_image_f1': 0.47162111309170135, 'val_image_accuracy': 0.5104166666666666, 'train_accuracy': 0.6741978021978022, 'train_recall': 0.6643078608057029, 'train_loss': 1.183034304463383, 'val_recall': 0.43809079516974253, 'train_f1': 0.661962862371139, 'train_image_f1': 0.6987382778938976, 'lr': 9.96379665773858e-05, 'train_precision': 0.6652904583676535, 'val_image_precision': 0.5009405725853094, 'train_image_accuracy': 0.7098901098901099, 'val_image_recall': 0.4768512189564821, 'val_precision': 0.44003890254066025}
simulation-0 | INFO flwr 2026-09-08 10:09:26,210 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 10:09:26,210 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:09:55,230 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:09:55,230 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:09:55,237 | INFO | src.trainer.history | Round 5 evaluation metrics saved at 2026-09-08 10:09:55: loss=1.0490895007343353 metrics={'test_image_precision': 0.5807271557271558, 'test_image_f1': 0.5529697990074232, 'test_recall': 0.5186744494635799, 'test_accuracy': 0.5335922330097087, 'test_f1': 0.5168079948036454, 'test_precision': 0.5319302246196358, 'test_image_recall': 0.5520478072651985, 'test_image_accuracy': 0.5728155339805825}
simulation-0 | INFO flwr 2026-09-08 10:09:55,237 | server.py:111 | 
2026-09-08 10:09:55,237 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 10:09:55,237 | server.py:112 | [ROUND 6]
2026-09-08 10:09:55,237 | INFO | flwr | [ROUND 6]
simulation-0 | INFO flwr 2026-09-08 10:09:55,238 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 10:09:55,238 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:14:51,440 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:14:51,440 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:14:51,891 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 10:14:52,274 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 10:14:52,276 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 10:14:52,300 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:14:52,301 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:14:52,316 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 10:14:52,402 | INFO | src.trainer.strategy | Round 6: new best val score 0.4519, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 10:14:52,404 | INFO | src.trainer.history | Round 6 fit metrics saved at 2026-09-08 10:14:52: {'train_image_recall': 0.7476005502599744, 'val_f1': 0.45191573079669356, 'train_image_precision': 0.7565142484650134, 'val_loss': 1.2037187573650576, 'val_accuracy': 0.4865625, 'val_image_f1': 0.4467958030669895, 'val_image_accuracy': 0.4895833333333333, 'train_accuracy': 0.7105201465201465, 'train_recall': 0.704283253759273, 'train_loss': 1.1341813461247818, 'val_recall': 0.46023741171109595, 'train_f1': 0.7001111293634301, 'train_image_f1': 0.7441887211918123, 'lr': 9.943474999043775e-05, 'train_precision': 0.7112257371723525, 'val_image_precision': 0.46563386269268625, 'train_image_accuracy': 0.7538461538461538, 'val_image_recall': 0.46010480747322846, 'val_precision': 0.46761532283935414}
simulation-0 | INFO flwr 2026-09-08 10:14:52,405 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 10:14:52,405 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:15:20,750 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:15:20,750 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:15:20,758 | INFO | src.trainer.history | Round 6 evaluation metrics saved at 2026-09-08 10:15:20: loss=1.0057585467489791 metrics={'test_image_precision': 0.6107539682539682, 'test_image_f1': 0.5868263247573593, 'test_recall': 0.5458085607629086, 'test_accuracy': 0.5566990291262136, 'test_f1': 0.5445038041827456, 'test_precision': 0.5540048015524306, 'test_image_recall': 0.5863335215509128, 'test_image_accuracy': 0.6019417475728155}
simulation-0 | INFO flwr 2026-09-08 10:15:20,758 | server.py:111 | 
2026-09-08 10:15:20,758 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 10:15:20,758 | server.py:112 | [ROUND 7]
2026-09-08 10:15:20,758 | INFO | flwr | [ROUND 7]
simulation-0 | INFO flwr 2026-09-08 10:15:20,758 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 10:15:20,758 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:20:16,171 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:20:16,171 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:20:16,630 | INFO | timm.models._builder | Loading pretrained weights from Hugging Face hub (timm/fastvit_t8.apple_in1k)
2026-09-08 10:20:16,878 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/timm/fastvit_t8.apple_in1k/resolve/main/model.safetensors "HTTP/1.1 302 Found"
2026-09-08 10:20:16,880 | INFO | timm.models._hub | [timm/fastvit_t8.apple_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2026-09-08 10:20:16,902 | INFO | timm.models._builder | Converted input conv stem.0.conv_kxk.0.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:20:16,902 | INFO | timm.models._builder | Converted input conv stem.0.conv_scale.conv pretrained weights from 3 to 1 channel(s)
2026-09-08 10:20:16,916 | INFO | timm.models._builder | Missing keys (head.fc.weight, head.fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2026-09-08 10:20:17,053 | INFO | src.trainer.strategy | Round 7: new best val score 0.4680, saved logs/exp_new_aug_20260909/model_best.pt
2026-09-08 10:20:17,060 | INFO | src.trainer.history | Round 7 fit metrics saved at 2026-09-08 10:20:17: {'train_image_recall': 0.7938277368523177, 'val_f1': 0.4680153359911281, 'train_image_precision': 0.8070497096202665, 'val_loss': 1.2197951591737783, 'val_accuracy': 0.49975694444444446, 'val_image_f1': 0.46953030416573, 'val_image_accuracy': 0.5, 'train_accuracy': 0.7464981684981685, 'train_recall': 0.7395731045739304, 'train_loss': 1.09610567850071, 'val_recall': 0.47725700615174305, 'train_f1': 0.7391784862986545, 'train_image_f1': 0.7938071947632741, 'lr': 9.918679137682179e-05, 'train_precision': 0.7521251443338925, 'val_image_precision': 0.48476708476708474, 'train_image_accuracy': 0.7978021978021979, 'val_image_recall': 0.4776372750056961, 'val_precision': 0.4771159557486652}
simulation-0 | INFO flwr 2026-09-08 10:20:17,061 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-08 10:20:17,061 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:20:45,396 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:20:45,396 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-08 10:20:45,404 | INFO | src.trainer.history | Round 7 evaluation metrics saved at 2026-09-08 10:20:45: loss=0.9990662557638965 metrics={'test_image_precision': 0.634741532976827, 'test_image_f1': 0.616989247311828, 'test_recall': 0.5518900401530835, 'test_accuracy': 0.5616181229773463, 'test_f1': 0.545583212542486, 'test_precision': 0.5591419930984951, 'test_image_recall': 0.6201054018445322, 'test_image_accuracy': 0.6310679611650486}
simulation-0 | INFO flwr 2026-09-08 10:20:45,404 | server.py:111 | 
2026-09-08 10:20:45,404 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-08 10:20:45,404 | server.py:112 | [ROUND 8]
2026-09-08 10:20:45,404 | INFO | flwr | [ROUND 8]
simulation-0 | INFO flwr 2026-09-08 10:20:45,405 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-08 10:20:45,405 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-08 10:25:41,026 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-08 10:25:41,026 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
