2026-09-06 22:52:39,484 | INFO | src.trainer.history | File logging initialized: /app/logs/exp_new_aug_20260907/experiment.log
2026-09-06 23:13:30,579 | INFO | src.trainer.history | Round 2 fit metrics saved at 2026-09-06 23:13:30: {'train_image_f1': 0.9252748187163213, 'val_loss': 1.6943952488088438, 'val_accuracy': 0.4644774928774929, 'train_precision': 0.8721339443527807, 'val_recall': 0.43894652014652025, 'val_image_precision': 0.4246153846153847, 'train_loss': 0.6357687828829, 'train_recall': 0.854501218041218, 'train_image_precision': 0.9399770046803015, 'train_image_recall': 0.9234628704628703, 'val_precision': 0.46172154578610536, 'val_f1': 0.40867423664125213, 'train_image_accuracy': 0.9296703296703297, 'lr': 9.997507884796767e-05, 'val_image_f1': 0.42314181057038197, 'val_image_recall': 0.47992673992673995, 'train_f1': 0.8569449849934295, 'train_accuracy': 0.8630622710622712, 'val_image_accuracy': 0.5133089133089133}
simulation-0 | INFO flwr 2026-09-06 23:13:30,580 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-06 23:13:30,580 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:13:58,298 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:13:58,298 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:13:58,299 | INFO | src.trainer.history | Round 2 evaluation metrics saved at 2026-09-06 23:13:58: loss=1.1449710469164895 metrics={'test_image_recall': 0.473462783171521, 'test_image_precision': 0.41517799352750806, 'test_image_f1': 0.4193804900601017, 'test_accuracy': 0.4838511326860842, 'test_image_accuracy': 0.5145631067961165, 'test_f1': 0.4282681181298916, 'test_precision': 0.4692630416730921, 'test_recall': 0.45892556634304205}
simulation-0 | INFO flwr 2026-09-06 23:13:58,299 | server.py:111 | 
2026-09-06 23:13:58,299 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-06 23:13:58,299 | server.py:112 | [ROUND 3]
2026-09-06 23:13:58,299 | INFO | flwr | [ROUND 3]
simulation-0 | INFO flwr 2026-09-06 23:13:58,299 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-06 23:13:58,299 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:24:00,071 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:24:00,071 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:24:00,446 | INFO | src.trainer.history | Round 3 fit metrics saved at 2026-09-06 23:24:00: {'train_image_f1': 0.9760810266293884, 'val_loss': 1.5669592434146842, 'val_accuracy': 0.4901575905575905, 'train_precision': 0.9114413405674724, 'val_recall': 0.47035726495726493, 'val_image_precision': 0.45004395604395603, 'train_loss': 0.5082436852315406, 'train_recall': 0.9105009157509157, 'train_image_precision': 0.9809103277674706, 'train_image_recall': 0.9764491064491064, 'val_precision': 0.48085288684232463, 'val_f1': 0.44828242640706284, 'train_image_accuracy': 0.9758241758241758, 'lr': 9.99003404853583e-05, 'val_image_f1': 0.4383296703296704, 'val_image_recall': 0.49355311355311354, 'train_f1': 0.9081446247958049, 'train_accuracy': 0.9092014652014652, 'val_image_accuracy': 0.5146520146520146}
simulation-0 | INFO flwr 2026-09-06 23:24:00,447 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-06 23:24:00,447 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:24:27,913 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:24:27,913 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:24:27,917 | INFO | src.trainer.history | Round 3 evaluation metrics saved at 2026-09-06 23:24:27: loss=1.060792124943633 metrics={'test_image_recall': 0.5711974110032363, 'test_image_precision': 0.5087702265372168, 'test_image_f1': 0.5106796116504855, 'test_accuracy': 0.5559546925566343, 'test_image_accuracy': 0.5825242718446602, 'test_f1': 0.5187992741045518, 'test_precision': 0.5554351200295562, 'test_recall': 0.5428532901833873}
simulation-0 | INFO flwr 2026-09-06 23:24:27,917 | server.py:111 | 
2026-09-06 23:24:27,917 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-06 23:24:27,918 | server.py:112 | [ROUND 4]
2026-09-06 23:24:27,918 | INFO | flwr | [ROUND 4]
simulation-0 | INFO flwr 2026-09-06 23:24:27,918 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-06 23:24:27,918 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:34:30,184 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:34:30,184 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:34:30,550 | INFO | src.trainer.history | Round 4 fit metrics saved at 2026-09-06 23:34:30: {'train_image_f1': 0.9900570197514604, 'val_loss': 1.9262112910686466, 'val_accuracy': 0.4778288970288971, 'train_precision': 0.9249996342754804, 'val_recall': 0.46566227106227104, 'val_image_precision': 0.4398974358974359, 'train_loss': 0.43442932769274095, 'train_recall': 0.9249378921078922, 'train_image_precision': 0.9907836607836608, 'train_image_recall': 0.9901209901209903, 'val_precision': 0.4634734948158166, 'val_f1': 0.42708930481337537, 'train_image_accuracy': 0.989010989010989, 'lr': 9.97758601673677e-05, 'val_image_f1': 0.42589743589743584, 'val_image_recall': 0.4961172161172161, 'train_f1': 0.9232940965213763, 'train_accuracy': 0.9234358974358974, 'val_image_accuracy': 0.5117216117216117}
simulation-0 | INFO flwr 2026-09-06 23:34:30,550 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-06 23:34:30,550 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:34:58,318 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:34:58,318 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:34:58,323 | INFO | src.trainer.history | Round 4 evaluation metrics saved at 2026-09-06 23:34:58: loss=1.0716790647901184 metrics={'test_image_recall': 0.6145631067961165, 'test_image_precision': 0.5841747572815533, 'test_image_f1': 0.5610818307905687, 'test_accuracy': 0.5816181229773463, 'test_image_accuracy': 0.6213592233009708, 'test_f1': 0.541894988824258, 'test_precision': 0.5913848141121044, 'test_recall': 0.5663721682847896}
simulation-0 | INFO flwr 2026-09-06 23:34:58,323 | server.py:111 | 
2026-09-06 23:34:58,323 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-06 23:34:58,324 | server.py:112 | [ROUND 5]
2026-09-06 23:34:58,324 | INFO | flwr | [ROUND 5]
simulation-0 | INFO flwr 2026-09-06 23:34:58,324 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-06 23:34:58,324 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:45:01,913 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:45:01,913 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:45:02,293 | INFO | src.trainer.history | Round 5 fit metrics saved at 2026-09-06 23:45:02: {'train_image_f1': 0.9930092022086714, 'val_loss': 1.7871990968693634, 'val_accuracy': 0.5010621082621083, 'train_precision': 0.9456945409072999, 'val_recall': 0.47872942612942604, 'val_image_precision': 0.48238095238095235, 'train_loss': 0.3878424149620664, 'train_recall': 0.9447062385762387, 'train_image_precision': 0.9943816183816185, 'train_image_recall': 0.9924542124542126, 'val_precision': 0.484635193674696, 'val_f1': 0.4429657037536372, 'train_image_accuracy': 0.9934065934065934, 'lr': 9.960176323512439e-05, 'val_image_f1': 0.4631627420198849, 'val_image_recall': 0.5228571428571428, 'train_f1': 0.9442371683234111, 'train_accuracy': 0.9462124542124541, 'val_image_accuracy': 0.5429792429792429}
simulation-0 | INFO flwr 2026-09-06 23:45:02,294 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-06 23:45:02,294 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:45:30,334 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:45:30,334 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:45:30,339 | INFO | src.trainer.history | Round 5 evaluation metrics saved at 2026-09-06 23:45:30: loss=1.046900249503577 metrics={'test_image_recall': 0.6245954692556633, 'test_image_precision': 0.6149190938511326, 'test_image_f1': 0.5860286638927416, 'test_accuracy': 0.5906472491909385, 'test_image_accuracy': 0.6504854368932039, 'test_f1': 0.5581668729764517, 'test_precision': 0.6042552815278844, 'test_recall': 0.575175836030205}
simulation-0 | INFO flwr 2026-09-06 23:45:30,339 | server.py:111 | 
2026-09-06 23:45:30,339 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-06 23:45:30,339 | server.py:112 | [ROUND 6]
2026-09-06 23:45:30,339 | INFO | flwr | [ROUND 6]
simulation-0 | INFO flwr 2026-09-06 23:45:30,340 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-06 23:45:30,340 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:55:25,539 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:55:25,539 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-06 23:55:25,904 | INFO | src.trainer.history | Round 6 fit metrics saved at 2026-09-06 23:55:25: {'train_image_f1': 0.9930391177450001, 'val_loss': 1.9461160605875194, 'val_accuracy': 0.49410419210419204, 'train_precision': 0.9540081898614552, 'val_recall': 0.47915140415140406, 'val_image_precision': 0.4767765567765568, 'train_loss': 0.36148732038207976, 'train_recall': 0.9525462681762681, 'train_image_precision': 0.9946786546786547, 'train_image_recall': 0.9922100122100123, 'val_precision': 0.48499796233818715, 'val_f1': 0.44201910812494166, 'train_image_accuracy': 0.9934065934065934, 'lr': 9.937822498948151e-05, 'val_image_f1': 0.46915122972265827, 'val_image_recall': 0.5337728937728938, 'train_f1': 0.9525103741414669, 'train_accuracy': 0.9531428571428572, 'val_image_accuracy': 0.5458608058608058}
simulation-0 | INFO flwr 2026-09-06 23:55:25,904 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-06 23:55:25,904 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-06 23:55:54,070 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:55:54,070 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-06 23:55:54,076 | INFO | src.trainer.history | Round 6 evaluation metrics saved at 2026-09-06 23:55:54: loss=1.0720955463264945 metrics={'test_image_recall': 0.6226537216828478, 'test_image_precision': 0.625598705501618, 'test_image_f1': 0.587628294036061, 'test_accuracy': 0.5922653721682848, 'test_image_accuracy': 0.6504854368932039, 'test_f1': 0.557852465188257, 'test_precision': 0.604361609905088, 'test_recall': 0.5740571736785329}
simulation-0 | INFO flwr 2026-09-06 23:55:54,077 | server.py:111 | 
2026-09-06 23:55:54,077 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-06 23:55:54,077 | server.py:112 | [ROUND 7]
2026-09-06 23:55:54,077 | INFO | flwr | [ROUND 7]
simulation-0 | INFO flwr 2026-09-06 23:55:54,077 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-06 23:55:54,077 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:06:03,338 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:06:03,338 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:06:03,698 | INFO | src.trainer.history | Round 7 fit metrics saved at 2026-09-07 00:06:03: {'train_image_f1': 0.9978945424323575, 'val_loss': 2.101705303746751, 'val_accuracy': 0.4846063492063492, 'train_precision': 0.9624688206766627, 'val_recall': 0.46589548229548233, 'val_image_precision': 0.45949031920460487, 'train_loss': 0.33288504086571297, 'train_recall': 0.959789299219299, 'train_image_precision': 0.9982017982017982, 'train_image_recall': 0.9978021978021978, 'val_precision': 0.4946129887265732, 'val_f1': 0.43123784280495514, 'train_image_accuracy': 0.9978021978021978, 'lr': 9.9105470514504e-05, 'val_image_f1': 0.44123286237571946, 'val_image_recall': 0.4974358974358974, 'train_f1': 0.9602599544100572, 'train_accuracy': 0.9606300366300365, 'val_image_accuracy': 0.5218803418803418}
simulation-0 | INFO flwr 2026-09-07 00:06:03,699 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 00:06:03,699 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:06:32,411 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:06:32,411 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:06:32,417 | INFO | src.trainer.history | Round 7 evaluation metrics saved at 2026-09-07 00:06:32: loss=1.0667814992498426 metrics={'test_image_recall': 0.612621359223301, 'test_image_precision': 0.5706148867313915, 'test_image_f1': 0.5597457235321311, 'test_accuracy': 0.6093203883495145, 'test_image_accuracy': 0.6407766990291263, 'test_f1': 0.5688943782688844, 'test_precision': 0.6303304878707221, 'test_recall': 0.5872901833872708}
simulation-0 | INFO flwr 2026-09-07 00:06:32,417 | server.py:111 | 
2026-09-07 00:06:32,417 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 00:06:32,418 | server.py:112 | [ROUND 8]
2026-09-07 00:06:32,418 | INFO | flwr | [ROUND 8]
simulation-0 | INFO flwr 2026-09-07 00:06:32,418 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 00:06:32,418 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:16:50,251 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:16:50,251 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:16:50,618 | INFO | src.trainer.history | Round 8 fit metrics saved at 2026-09-07 00:16:50: {'train_image_f1': 0.9926122573827809, 'val_loss': 2.2211312202319884, 'val_accuracy': 0.48968278388278386, 'train_precision': 0.9597286369036684, 'val_recall': 0.47255555555555545, 'val_image_precision': 0.4732747252747253, 'train_loss': 0.3089131691975471, 'train_recall': 0.9585131420431418, 'train_image_precision': 0.9935883164454593, 'train_image_recall': 0.9925452325452325, 'val_precision': 0.5011767654176551, 'val_f1': 0.43436041090851946, 'train_image_accuracy': 0.9934065934065934, 'lr': 9.878377445082767e-05, 'val_image_f1': 0.4539026687598116, 'val_image_recall': 0.5164102564102564, 'train_f1': 0.9582665447048925, 'train_accuracy': 0.9600000000000001, 'val_image_accuracy': 0.5396336996336997}
simulation-0 | INFO flwr 2026-09-07 00:16:50,619 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 00:16:50,619 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:17:18,649 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:17:18,649 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:17:18,657 | INFO | src.trainer.history | Round 8 evaluation metrics saved at 2026-09-07 00:17:18: loss=1.0343128454524264 metrics={'test_image_recall': 0.6880258899676375, 'test_image_precision': 0.6665695792880258, 'test_image_f1': 0.6440545538603792, 'test_accuracy': 0.6162783171521035, 'test_image_accuracy': 0.6893203883495146, 'test_f1': 0.587170826115619, 'test_precision': 0.6243560106719861, 'test_recall': 0.6051100323624596}
simulation-0 | INFO flwr 2026-09-07 00:17:18,657 | server.py:111 | 
2026-09-07 00:17:18,657 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 00:17:18,657 | server.py:112 | [ROUND 9]
2026-09-07 00:17:18,657 | INFO | flwr | [ROUND 9]
simulation-0 | INFO flwr 2026-09-07 00:17:18,657 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 00:17:18,657 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:27:25,394 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:27:25,394 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:27:25,773 | INFO | src.trainer.history | Round 9 fit metrics saved at 2026-09-07 00:27:25: {'train_image_f1': 0.9820667531226538, 'val_loss': 2.0014645503469226, 'val_accuracy': 0.5108253154253154, 'train_precision': 0.9585757016600822, 'val_recall': 0.4898019536019536, 'val_image_precision': 0.5907692307692308, 'train_loss': 0.29261995717391864, 'train_recall': 0.9557122829022829, 'train_image_precision': 0.9866633366633367, 'train_image_recall': 0.9838611388611388, 'val_precision': 0.5130081406216983, 'val_f1': 0.4685174581485938, 'train_image_accuracy': 0.9824175824175824, 'lr': 9.841346071911963e-05, 'val_image_f1': 0.5444877027734171, 'val_image_recall': 0.5764835164835165, 'train_f1': 0.9546755335623635, 'train_accuracy': 0.95596336996337, 'val_image_accuracy': 0.6054212454212453}
simulation-0 | INFO flwr 2026-09-07 00:27:25,774 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 00:27:25,774 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:27:53,388 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:27:53,388 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:27:53,396 | INFO | src.trainer.history | Round 9 evaluation metrics saved at 2026-09-07 00:27:53: loss=1.0589379917648183 metrics={'test_image_recall': 0.6213592233009708, 'test_image_precision': 0.5918122977346278, 'test_image_f1': 0.5729126213592232, 'test_accuracy': 0.6013268608414238, 'test_image_accuracy': 0.6407766990291263, 'test_f1': 0.5625749198901343, 'test_precision': 0.6136240903776106, 'test_recall': 0.5803570658036677}
simulation-0 | INFO flwr 2026-09-07 00:27:53,396 | server.py:111 | 
2026-09-07 00:27:53,396 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 00:27:53,396 | server.py:112 | [ROUND 10]
2026-09-07 00:27:53,396 | INFO | flwr | [ROUND 10]
simulation-0 | INFO flwr 2026-09-07 00:27:53,397 | server.py:221 | configure_fit: strategy sampled 10 clients (out of 10)
2026-09-07 00:27:53,397 | INFO | flwr | configure_fit: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:38:01,991 | server.py:235 | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:38:01,991 | INFO | flwr | aggregate_fit: received 10 results and 0 failures
2026-09-07 00:38:02,367 | INFO | src.trainer.history | Round 10 fit metrics saved at 2026-09-07 00:38:02: {'train_image_f1': 0.9830094163539541, 'val_loss': 1.9917222221825277, 'val_accuracy': 0.5257958485958486, 'train_precision': 0.9583074175905997, 'val_recall': 0.5081760683760684, 'val_image_precision': 0.5075018315018315, 'train_loss': 0.27458569438902886, 'train_recall': 0.9560098997298999, 'train_image_precision': 0.9838394938394938, 'train_image_recall': 0.9827008547008548, 'val_precision': 0.5133809518669398, 'val_f1': 0.4746861169064481, 'train_image_accuracy': 0.9846153846153847, 'lr': 9.799490219391763e-05, 'val_image_f1': 0.48207849293563576, 'val_image_recall': 0.5268864468864468, 'train_f1': 0.9564364944450028, 'train_accuracy': 0.9582051282051282, 'val_image_accuracy': 0.5513308913308913}
simulation-0 | INFO flwr 2026-09-07 00:38:02,368 | server.py:175 | configure_evaluate: strategy sampled 10 clients (out of 10)
2026-09-07 00:38:02,368 | INFO | flwr | configure_evaluate: strategy sampled 10 clients (out of 10)
simulation-0 | INFO flwr 2026-09-07 00:38:30,408 | server.py:189 | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:38:30,408 | INFO | flwr | aggregate_evaluate: received 10 results and 0 failures
2026-09-07 00:38:30,417 | INFO | src.trainer.history | Round 10 evaluation metrics saved at 2026-09-07 00:38:30: loss=1.05332933441347 metrics={'test_image_recall': 0.6834951456310678, 'test_image_precision': 0.6867961165048542, 'test_image_f1': 0.6513869625520111, 'test_accuracy': 0.6027831715210356, 'test_image_accuracy': 0.7087378640776699, 'test_f1': 0.5722900691320247, 'test_precision': 0.6096736994765226, 'test_recall': 0.5871866235167206}
simulation-0 | INFO flwr 2026-09-07 00:38:30,417 | server.py:111 | 
2026-09-07 00:38:30,417 | INFO | flwr | 
simulation-0 | INFO flwr 2026-09-07 00:38:30,417 | server.py:112 | [ROUND 11]
2026-09-07 00:38:30,417 | INFO | flwr | [ROUND 11]
